	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AKR1B10	2020.03845602244	6.26917911419212	0.146544470930188	42.7800453636949	0	0
DEFB4A	6881.28200976531	12.6449974148125	0.293692143883563	43.0552797483943	0	0
DEFB4B	3953.97945242791	11.9768333104328	0.30208719636196	39.6469411966808	0	0
IL36G	3388.40991871195	5.7159780823889	0.132071450031964	43.2794376150598	0	0
KYNU	629.071058222114	4.64760124661469	0.105753274989494	43.9475869383375	0	0
PI3	32214.2692352375	9.69579037351575	0.203758091730243	47.5848114358673	0	0
SERPINB3	24290.4261819886	6.8135022624471	0.163924599505561	41.5648553237183	0	0
SERPINB4	27307.0738335741	9.52552214427228	0.235262204731103	40.488960626547	0	0
SPRR2A	28360.7269687207	7.36531387916356	0.143158838850293	51.4485444162187	0	0
SPRR2B	12780.8865519101	6.35022858471499	0.152612821858513	41.6100594129782	0	0
S100A7A	23260.0086283338	10.2889064056162	0.276147954897299	37.2586731972817	7.66840692184801e-304	1.42485971886956e-300
GJB2	30948.0793358032	4.44757375142968	0.119463244483548	37.2296413901784	2.26271940933678e-303	3.85397683395287e-300
SPRR2D	18829.4843299187	5.89361901429557	0.158879648776235	37.0948643183125	3.39953377200855e-301	5.34485159739099e-298
S100A12	439.319408099145	8.32900904523004	0.230490965814821	36.1359457876612	6.18547506177442e-286	9.03035177054339e-283
LCE3A	1069.83451552579	8.89034154967254	0.249111599850928	35.6881877640088	6.02834964270633e-279	8.21422922315165e-276
PLA2G4D	4626.78405107656	4.4641288858448	0.136796282806501	32.633407825557	1.377966401805e-233	1.76026595540577e-230
S100A8	83154.333648589	7.98407803275837	0.244782854747787	32.6169822677524	2.3560779202556e-233	2.83269862424142e-230
AKR1B15	191.841232904557	5.61351359988474	0.177056727180703	31.7046050114527	1.34243525438746e-220	1.52433523135696e-217
LCE3D	7713.9559217267	5.35406113601244	0.169218998774482	31.6398346213346	1.04640787210434e-219	1.12565949989161e-216
C10orf99	1666.1701285852	5.37869980034448	0.170330634784683	31.5779942177974	7.40402502388573e-219	7.56654337316002e-216
SPRR2C	1266.12485692101	7.24653958846778	0.229743561105886	31.5418615154482	2.31851470134015e-218	2.25657723717578e-215
HPSE	1012.41910206664	2.89895334952014	0.0939605428138562	30.85287997179	5.12491490402952e-209	4.76127889652088e-206
LCE3E	2706.52749822007	5.30360170247081	0.174064018522427	30.4692592271015	6.65851274538914e-204	5.91710182621777e-201
ZC3H12A	2629.36950836907	3.73322680772845	0.123477797484953	30.2339925376736	8.47060623026612e-201	7.21378003085039e-198
SPRR2F	7617.97239655718	7.2167616353618	0.239235897332414	30.1658811066059	6.64077274681114e-200	5.42923016688292e-197
FABP5	28732.7089052308	3.72400120910486	0.126758065669748	29.3788106455273	1.0243976734631e-189	8.05294771073553e-187
RHCG	4707.84915183502	5.11916333351218	0.175408202400144	29.1842870713324	3.0694978795944e-187	2.32360989485296e-184
SLC6A14	2607.24203751537	4.52669551416471	0.157324195743513	28.7730408712504	4.6651124917643e-182	3.40536550782752e-179
TMPRSS11D	690.294525862017	7.49585599232909	0.26112645676582	28.7058465280346	3.22517536457268e-181	2.2730813543621e-178
OASL	646.954172686077	4.88718852645321	0.170971888509308	28.5847490430401	1.03967473012513e-179	7.08330393634249e-177
WNT5A	808.059642557011	2.59209458787686	0.0909041032040669	28.5146049134655	7.72105544420973e-179	5.09066620078073e-176
SPRR2E	36353.7257377364	4.04232826498504	0.142209603133562	28.4251427183051	9.8895438971415e-178	6.31663711605234e-175
SPRR2G	23141.2776137814	4.85080464225249	0.172583177032955	28.1070538023889	8.03249911468666e-174	4.97503786076002e-171
VNN3	102.221941483807	8.11138857164597	0.28949939974278	28.0186714682412	9.62451420850861e-173	5.78574840905022e-170
PLBD1	2428.674723962	2.07468445068605	0.0748005239980445	27.7362288363153	2.55450683625662e-169	1.49175900646426e-166
SERPINB13	2764.1067036096	3.24254148661781	0.117839063113503	27.5166943876207	1.10848011015761e-166	6.29339582541982e-164
KRT77	7185.7474881254	-3.73184522199714	0.135849662714676	-27.4704047652669	3.9643228660401e-166	2.1899133799728e-163
CDK5R1	228.87833153595	2.29375889291813	0.0843149267636317	27.2046597318224	5.72068368985194e-163	3.0769751036022e-160
IL36A	288.053721987363	10.0764852643369	0.372275960444978	27.0672467066973	2.39360783580561e-161	1.25443462964182e-158
ARNTL2	1517.14718281583	2.23396936050466	0.0825591332211069	27.0590214958014	2.9912904124653e-161	1.52847461850946e-158
FAM110C	806.413167659879	2.11819061319054	0.0783274564426639	27.0427600919362	4.64685125031482e-161	2.31651201719963e-158
TNIP3	150.854067091729	5.48700247353818	0.204303883982521	26.8570639313328	6.97537746464295e-159	3.39451761904374e-156
GDA	603.365927410824	6.15664272684238	0.229874792042077	26.7825918281438	5.15465107806516e-158	2.45013752057148e-155
ARSF	417.720974841404	3.41641651874517	0.12761140681803	26.7720308390368	6.8420516159742e-158	3.17828847679311e-155
STAT1	6229.00495326439	2.2462735577088	0.0839144777866944	26.7686055726723	7.50005757047677e-158	3.40652614851055e-155
CYP2W1	101.795473753026	-4.66174958495123	0.174576506914248	-26.7031897209461	4.32199484280883e-157	1.92037505635152e-154
S100A9	104484.636082219	7.98938806951495	0.302787231042006	26.3861459481644	1.97606716759425e-153	8.59336954009763e-151
PAPL	1981.12386191409	3.61154980416851	0.137475254517368	26.2705445925343	4.16407469025808e-152	1.77311505404552e-149
TCN1	1975.26822463668	7.82429566926148	0.29871918715889	26.1928125329951	3.20882919955158e-151	1.33847469407418e-148
KLK13	2057.38426335591	3.98916560838075	0.152433394838843	26.1698928413829	5.85237492848843e-151	2.3923338232675e-148
PARP9	1747.42483960356	2.21567135776219	0.0848305969581024	26.1187759748585	2.23139825577566e-150	8.94265665682328e-148
GJB6	7757.020774826	3.0466100162513	0.116873980879876	26.0674787776985	8.52576627048846e-150	3.35111801543296e-147
ADAP2	811.003391051548	2.0509931383686	0.0792399733171351	25.8833143489346	1.02649575177184e-147	3.95859371140841e-145
TPBG	1041.71301563039	1.88044559504417	0.0730763437514048	25.7326174040832	5.04586508640555e-146	1.9098599352045e-143
IL36RN	5499.98908968955	2.95650480227244	0.115722029178329	25.548331836771	5.7301056032192e-144	2.1294114258945e-141
KRT6A	197166.581377733	4.47234032168643	0.175289723578358	25.5139903833964	1.37887373342823e-143	5.03264289956062e-141
HEPHL1	3923.24335207995	6.17019751820259	0.244419920439886	25.2442497612224	1.30981667663528e-140	4.69672685153482e-138
APOL6	2030.4342568309	2.23067616936191	0.0888997356542888	25.0920450206569	6.0741497737428e-139	2.14050943492292e-136
DSG3	9964.72925934552	2.34219026331171	0.0935495217574504	25.0369025871068	2.42484132279173e-138	8.40022572822713e-136
CLEC7A	468.999036402253	2.46650662236912	0.0988872073312232	24.9426259365131	2.56739790451357e-137	8.74584096172547e-135
NFKBIZ	2326.8810204505	2.30955694909544	0.0928197987892548	24.8821585396801	1.16080619013836e-136	3.88946192135049e-134
IFI16	4251.4916833531	1.74586453486179	0.0701789922934059	24.8773098303071	1.30989059284061e-136	4.25047239356462e-134
OAS2	2023.41994480854	3.9327226541154	0.158084772615871	24.87730215276	1.31014120453335e-136	4.25047239356462e-134
PGM2	1884.41710248637	1.67460226358123	0.0673900902202269	24.8493845031032	2.62578597335072e-136	8.38569367333053e-134
S100A7	60759.3718487634	7.03293612265785	0.283126376596475	24.8402717090592	3.29416157116796e-136	1.03583643620157e-133
GM2A	11851.4526668605	1.88756584113045	0.0764076495931075	24.703885686607	9.7145010084926e-135	3.00840433503909e-132
MPZL2	2747.43130723349	2.59653133404241	0.105887962547391	24.5214967931819	8.71388019499959e-133	2.65825369112831e-130
BTC	151.036611883836	-4.29200673562764	0.175313611411178	-24.4818796502984	2.30396267350885e-132	6.92510192409519e-130
RRM2	772.38419069877	2.73110949281527	0.111969349432705	24.3915813269657	2.1008124665125e-131	6.22297188449986e-129
CXCR2	372.98591448998	2.54947183014085	0.105398389177833	24.1889069655445	2.91095018827847e-129	8.49955869974623e-127
CXCL1	207.426564562482	6.61515330955695	0.275617175965211	24.0012375367779	2.69926618832124e-127	7.77046501733774e-125
CD24	8266.91725730986	2.91416704358849	0.121701326285539	23.9452365272602	1.03587684178355e-126	2.90031325605671e-124
TTC39A	754.620485259913	2.55673669193454	0.106774172771362	23.9452727712473	1.03497666264929e-126	2.90031325605671e-124
EHF	8311.85446665381	2.20977164065949	0.0923399084435278	23.9308407156469	1.4629501531684e-126	4.04070786224445e-124
GPR110	48.8389128123492	5.63513184228742	0.236830008243745	23.7939941989436	3.85385338417606e-125	1.05025212425566e-122
ABCG4	128.593419126169	4.39415956096258	0.184825020534092	23.7747007859905	6.10289411044783e-125	1.64127700951899e-122
SLC5A1	2309.72902182038	2.03348442135846	0.0858196599896091	23.694855253501	4.07408522656365e-124	1.08143153176278e-121
PRSS27	728.331218650216	3.9981231837398	0.168836690533742	23.6804166860921	5.73890917254994e-124	1.50381493048395e-121
PRKCQ	136.10018598274	3.01854738738954	0.127603659264866	23.6556490995605	1.03244199647194e-123	2.67114961593545e-121
KRT6C	53363.3033674223	4.07422258562732	0.172852599099524	23.5705023057332	7.73764715452532e-123	1.97687212739179e-120
PLA2G4E	4942.00753820971	2.33558646298766	0.099261798164013	23.5295602758325	2.03283414120905e-122	5.12951814965085e-120
GJB4	730.848449776884	-3.98019153659352	0.169775223180224	-23.4438892910091	1.52594093925589e-121	3.80350083627452e-119
FLVCR2	428.252123848165	1.69657386632164	0.0725265711837992	23.3924455358868	5.1014178257171e-121	1.25623950529918e-118
LOC100505839	358.354170374785	2.33922327204657	0.100108101643427	23.3669726390238	9.26415826081148e-121	2.25416822253245e-118
LCN2	2720.20205782062	4.46123443757217	0.19099084244534	23.3583682885159	1.13309799971336e-120	2.72463411954603e-118
CD274	197.05097946007	3.5546606550115	0.152328404081882	23.3355077566541	1.93412398034364e-120	4.59669302723764e-118
KCNK10	79.7714033566855	2.91369294016874	0.125377398393966	23.2393794853935	1.82168869826468e-119	4.2797121038887e-117
OAS3	3179.21034608095	2.7376195647705	0.118248799353065	23.1513518931939	1.40887583070565e-118	3.27227421634008e-116
NAMPT	5330.05231375212	2.46797904376291	0.107039210285272	23.0567755235251	1.257824681143e-117	2.88861557953728e-115
PRSS53	539.015513905798	3.56628218801778	0.15473705674394	23.047369925869	1.56300273376566e-117	3.54957920838181e-115
TYMP	3670.57789048246	3.22186270818922	0.140724173505356	22.8948774608835	5.2255524400692e-116	1.17368204750082e-113
COBL	1167.08732949118	-1.58423708974601	0.0692616175313319	-22.8732326245391	8.58335118650999e-116	1.9069034228378e-113
RND1	140.019350101226	4.23521710420246	0.18539293689136	22.8445440005316	1.65579234193958e-115	3.63900426633367e-113
SAMD9	1171.52880288547	3.43384792537655	0.150418240165504	22.8286670658978	2.38106423089362e-115	5.17729487396114e-113
CHI3L2	1708.78940664131	4.10402522010171	0.17980111179841	22.8253606390548	2.5681035066183e-115	5.52520711281805e-113
TMEM45B	1596.03776007375	2.01176654557909	0.0883292809831786	22.7757604634211	7.97448127909717e-115	1.69781690482778e-112
HERC6	1524.01296521431	3.68116869711696	0.161910103851995	22.7358800318107	1.979648447201e-114	4.17134377446818e-112
PTPN21	1335.28737342159	-1.28795486184169	0.0571096001500233	-22.5523354822711	1.27382731334838e-112	2.65670984260484e-110
BCAR3	311.133647659227	-1.92344633788979	0.0853360413709599	-22.5396714798204	1.69572122537857e-112	3.50089354803159e-110
CFB	1008.69786092026	1.91239692834189	0.0848657875077615	22.5343684952784	1.91143831689654e-112	3.90678877590484e-110
GBP1	1321.31543627096	2.38770865630337	0.106141040031618	22.4956214447502	4.58119496192199e-112	9.27079641848748e-110
KIAA1239	50.9958099242766	3.31250692299016	0.147396592540706	22.4734294456322	7.55280913632419e-112	1.51344966605226e-109
CCNE1	172.90017705827	2.56020815792777	0.115318905181816	22.2011139794578	3.35044002850714e-109	6.64850910122889e-107
KPNA2	1403.66238347891	1.75851232203993	0.0792312999056096	22.1946670587873	3.86703858513331e-109	7.59984631168651e-107
LTF	3149.92036219275	5.93624858318874	0.267776906924245	22.1686352694637	6.89699570153129e-109	1.34254947755808e-106
IL8	606.350419336055	8.75642903645518	0.396080074114296	22.1077241919733	2.66366099364352e-108	5.13609123104527e-106
SLC7A1	5186.88541002209	1.56044794979114	0.0709314930743217	21.9993670252523	2.92025076778465e-107	5.57822480773369e-105
HRH2	216.280081148209	3.35375641749085	0.152682390347829	21.9655744834135	6.14749085108874e-107	1.16341264356854e-104
SLC26A9	690.278429277165	2.92477203362986	0.133306906992044	21.9401387341799	1.07573071298113e-106	2.01714312317626e-104
NOD2	752.593103107828	1.82718794933414	0.0836427959140572	21.8451323795007	8.64742332637184e-106	1.60676986697922e-103
TRIM15	37.5278096914725	4.42509931433297	0.202906893114132	21.8085213686847	1.92600684742998e-105	3.54645531122715e-103
PPP4R1	2859.99976776828	1.30075043865654	0.0596640741171144	21.8012339570258	2.25845919170915e-105	4.12148637672707e-103
SPTLC2	2825.11961133345	1.33505398762579	0.0615170451122928	21.7021800248825	1.95663199889433e-104	3.53907977215941e-102
KLK9	2063.08755273054	3.66392098842301	0.169056468728678	21.6727642306507	3.70813660442293e-104	6.64829860156143e-102
PNP	1520.2049900783	2.07816662619486	0.095999437298144	21.6476959103492	6.38957358261531e-104	1.13562169091369e-101
CCNB1	548.706396020813	2.15104515444558	0.0994311113916182	21.6335221877738	8.68891186956282e-104	1.53097129053443e-101
IRAK2	261.697895699253	1.9408308126083	0.0898442751143022	21.6021645245524	1.71393530914108e-103	2.99411314389184e-101
TREX2	643.740174469994	3.1445280081031	0.145777239822739	21.5707747788801	3.37985846352757e-103	5.85431585898645e-101
DSC2	6418.9679177209	2.921961135234	0.136233809575923	21.4481349697969	4.75331124656304e-102	8.16411164441192e-100
IFI27	6968.63315928314	3.70620262012847	0.172843498529546	21.4425341517542	5.36133461844912e-102	9.13169318887346e-100
CLCA2	11100.6801681792	1.55917733707297	0.0727660748003792	21.4272563327113	7.44394593591525e-102	1.25741166102621e-99
SLC7A11	309.792073608353	2.87882370999219	0.134725882323319	21.3680078419047	2.65209622350901e-101	4.443130714123e-99
